Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2007-06-01,39.61820367782052,39.733740563484666,37.261214187694705,37.27276611328125,77995,0.0,0.0
2007-06-04,37.781132214635086,39.283133496236715,37.781132214635086,39.05205535888672,29665,0.0,0.0
2007-06-05,39.514218548330824,42.59909833832415,38.2432907742258,41.01622009277344,81225,0.0,0.0
2007-06-06,41.5939066432616,45.63775867802314,41.14908485871536,42.691524505615234,245325,0.0,0.0
2007-06-07,43.881574816150746,44.71345443212779,42.43156365426,43.19411849975586,99470,0.0,0.0
2007-06-08,42.29869325868364,45.75329583653627,42.29869325868364,44.30906295776367,121900,0.0,0.0
2007-06-11,46.21544303888333,47.879197401601814,45.06005696291125,45.4355583190918,255610,0.0,0.0
2007-06-12,46.09991999534449,46.44653504041374,43.904684030823546,44.36684036254883,56860,0.0,0.0
2007-06-13,45.04851400687247,45.753295951222995,44.17041794620625,44.205078125,17520,0.0,0.0
2007-06-14,45.536131820209384,45.886408866485056,44.958174471153804,45.3026123046875,32805,0.8,0.0
2007-06-15,45.53614441605199,46.3534607194509,45.19754124758428,45.30846405029297,36930,0.0,0.0
2007-06-18,45.53613535563151,45.53613535563151,42.033355712890625,42.033355712890625,33430,0.0,0.0
2007-06-19,42.0333546047138,44.0999950739273,42.0333546047138,43.43446731567383,20530,0.0,0.0
2007-06-20,43.784747111645146,44.193402969747915,42.85067339739968,43.55122756958008,46960,0.0,0.0
2007-06-21,43.20093756894337,45.36682187744526,43.20093756894337,43.93068313598633,23105,0.0,0.0
2007-06-22,44.36854218752811,44.36854218752811,43.33522415161133,43.33522415161133,4115,0.0,0.0
2007-06-25,44.10583428696869,44.10583428696869,42.96742826068231,43.43446731567383,8930,0.0,0.0
2007-06-26,43.224307958130524,43.37609634639675,42.996627602738855,43.084197998046875,2905,0.0,0.0
2007-06-27,42.266863940761574,44.602049744626704,42.266863940761574,44.3685302734375,24065,0.0,0.0
2007-06-28,44.92314151315629,44.92314151315629,42.15010797644259,42.32524871826172,17205,0.0,0.0
2007-06-29,42.383632774003885,42.85067184117235,41.811514593437884,42.15595245361328,21725,0.0,0.0
2007-07-02,42.622993592056446,43.20095101390206,42.61715437857906,43.02581024169922,16075,0.0,0.0
2007-07-03,43.21262007939232,43.21262007939232,42.27271170095684,42.529579162597656,7205,0.0,0.0
2007-07-04,42.27854992861611,43.20678886561168,42.15011396025064,42.967430114746094,9010,0.0,0.0
2007-07-05,41.11096028734746,42.354450040628606,41.11096028734746,41.50794219970703,12805,0.0,0.0
2007-07-06,40.86575255519283,47.17075615959943,40.86575255519283,44.251773834228516,219890,0.0,0.0
2007-07-09,45.874744511730384,46.236695605351464,43.84313009102161,44.3101692199707,55375,0.0,0.0
2007-07-10,44.952342843569575,44.952342843569575,43.26517085160616,43.35274124145508,20270,0.0,0.0
2007-07-11,42.033348886879516,44.35686096567037,42.033348886879516,43.31769943237305,19790,0.0,0.0
2007-07-12,44.79472559990588,44.92899635519749,43.66799771908048,43.959896087646484,11980,0.0,0.0
2007-07-13,44.835588866551305,44.835588866551305,43.35857945688525,43.66799545288086,16000,0.0,0.0
