Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-08-30,1892.0202804575094,1892.0892261061986,1842.4967891642086,1852.5531005859375,173933,0.0,0
2006-08-31,1859.7165373198557,1870.0482958605216,1837.0899188517444,1856.8924560546875,237318,0.0,0
2006-09-01,1853.2420583582532,1927.7339710751842,1849.3848011922714,1921.3282470703125,247130,0.0,0
2006-09-04,1927.7340172690815,1954.7687864259592,1927.7340172690815,1951.910400390625,180189,0.0,0
2006-09-05,1956.1462354849498,1968.5443454281642,1934.7939350271915,1945.8834228515625,95554,0.0,0
2006-09-06,1949.259023726954,1962.965760198629,1914.8198183607535,1952.01416015625,84191,0.0,0
2006-09-07,1936.1713474514388,1945.8143210780202,1902.420939758404,1910.9617919921875,168605,0.0,0
2006-09-08,1907.9311552938134,1935.4825077168289,1902.4208848092105,1916.058837890625,133520,0.0,0
2006-09-11,1921.7071845416426,1928.5950239127596,1853.1731827990284,1858.37353515625,120299,0.0,0
2006-09-12,1859.7167954234544,1873.113610558455,1839.7420594726098,1866.7078857421875,125795,0.0,0
2006-09-13,1873.491981021847,1921.0180643639455,1873.491981021847,1910.548583984375,203177,0.0,0
2006-09-14,1925.1512849877379,1954.5623282319054,1916.300343300744,1946.4691162109375,228381,0.0,0
2006-09-15,1956.14637285775,1956.14637285775,1906.622875259668,1924.117919921875,235753,0.0,0
2006-09-18,1918.3320593338403,1942.3360767543886,1901.0435166107566,1924.0145263671875,165203,0.0,0
2006-09-19,1932.0388946320209,1935.4138685742753,1885.3393112473907,1900.285888671875,136324,0.0,0
2006-09-20,1884.5129331597836,1932.039026868857,1883.8930948537245,1927.9407958984375,128488,0.0,0
2006-09-21,1932.0388465558704,2000.9172368074167,1932.0388465558704,1993.9261474609375,357667,0.0,0
2006-09-22,1980.2537210979665,2028.399648652956,1963.1030691775536,2009.044921875,299190,0.0,0
2006-09-25,2009.0449925448206,2011.9378514071134,1965.1350171846004,1970.5418701171875,150763,0.0,0
2006-09-26,1982.3195578416064,2011.2484742520817,1974.7429368769583,2005.910400390625,171277,0.0,0
2006-09-27,2000.9171053663738,2028.4684596571328,2000.9171053663738,2023.64697265625,174493,0.0,0
2006-09-28,2031.9123850781637,2039.971122600517,1981.183521101193,2012.76416015625,156934,0.0,0
2006-09-29,2018.1366465649614,2078.749624345752,2011.3520584924966,2063.871826171875,245633,0.0,0
2006-10-03,2099.8264867449243,2106.300987591853,2077.5787350294418,2085.74072265625,336399,0.0,0
2006-10-04,2094.5914279953186,2148.316561630187,2081.6422595897666,2126.619873046875,344035,0.0,0
2006-10-05,2134.541187617557,2159.337406641188,2128.342132861649,2139.156005859375,199955,0.0,0
2006-10-06,2138.673878588194,2148.9366908059374,2122.212011649905,2135.126708984375,112534,0.0,0
2006-10-09,2131.786099882585,2142.7721690916346,2116.6328545845504,2128.652099609375,62026,0.0,0
2006-10-10,2142.772390240317,2142.772390240317,2108.36766565623,2113.464599609375,68094,0.0,0
2006-10-11,2127.653594273815,2131.3729602920757,2087.1530649009965,2114.5322265625,170492,0.0,0
2006-10-12,2112.15572254647,2179.5188181922053,2094.660679635179,2170.323486328125,155266,0.0,0
