Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-08-30,210.5358090155652,213.20982514298862,209.858844999438,209.89268493652344,715,0.0,0
2006-08-31,209.85879886361244,216.6284375366322,207.59096577629128,213.9544219970703,6646,0.0,0
2006-09-01,213.20979868566903,213.88676261779142,210.19730092400448,210.8065643310547,1005,0.0,0
2006-09-04,216.2900213511074,216.2900213511074,209.92656319595596,212.19439697265625,2640,0.0,0
2006-09-05,215.95152137786138,215.95152137786138,210.80659071787633,211.82203674316406,1892,0.0,0
2006-09-06,210.26500832031095,215.95150140410763,210.26500832031095,214.19139099121094,2035,0.0,0
2006-09-07,215.8838175225122,235.38039330362466,211.99127448547037,216.39154052734375,9082,0.0,0
2006-09-08,220.01329586152622,220.01329586152622,215.34224848124947,217.91470336914062,5655,0.0,0
2006-09-11,218.9978529499694,220.6902629418548,213.24365897755908,217.67776489257812,7654,0.0,0
2006-09-12,219.33629419039573,222.85651458309653,213.5144007682973,219.16705322265625,3908,0.0,0
2006-09-13,216.2900044793582,234.26339095406277,216.2900044793582,231.75863647460938,68076,0.0,0
2006-09-14,234.90651105345364,236.869702547112,230.1677629918566,235.75271606445312,8028,0.0,0
2006-09-15,236.9374040827645,240.3222241410897,232.53713800694172,236.02349853515625,12145,0.0,0
2006-09-18,236.97120439405967,239.64522005671708,236.93736446285587,237.7835693359375,6104,0.0,0
2006-09-19,243.70705946513138,243.70705946513138,230.844742437805,231.420166015625,4054,0.0,0
2006-09-20,235.58345492843293,235.58345492843293,228.23839192883295,231.8601531982422,3274,0.0,0
2006-09-21,231.55550714756828,236.93737872811252,231.5216672143271,232.87559509277344,3474,0.0,0
2006-09-22,240.49144148635585,244.38398417051224,230.16774132402813,232.3678741455078,3252,0.0,0
2006-09-25,230.16776028481263,234.5341863539364,228.23840875056487,228.37380981445312,4345,0.0,0
2006-09-26,230.84467739294203,234.60181857066237,228.23836238729123,228.84762573242188,1611,0.0,0
2006-09-27,230.20164624958687,233.45108649890923,228.23845438648084,230.30320739746094,2779,0.0,0
2006-09-28,232.8418061326888,233.2141281170494,228.23843794263317,232.1309814453125,2603,0.0,0
2006-09-29,238.9682861701092,238.9682861701092,231.52168235177717,236.1588897705078,12862,0.0,0
2006-10-03,236.93739184692694,236.93739184692694,232.87560798669392,233.68797302246094,2601,0.0,0
2006-10-04,232.30021983424757,233.78954907341858,226.7829667161484,227.15528869628906,1713,0.0,0
2006-10-05,232.7063700732063,233.55257505529067,228.54304569321138,230.16775512695312,1893,0.0,0
2006-10-06,227.8322603214015,232.16484710272977,226.03830958251348,228.7123260498047,2385,0.0,0
2006-10-09,227.56143799787205,230.16775345562687,226.20751003636835,228.2722625732422,2452,0.0,0
2006-10-10,230.1339035255853,230.16774345943276,226.03825922432995,226.1736602783203,26672,0.0,0
2006-10-11,226.2752590978931,227.8322683238497,226.10601806640625,226.10601806640625,874,0.0,0
2006-10-12,226.2752358073534,230.16777913089052,225.42903073701925,227.83224487304688,3379,0.0,0
2006-10-13,226.85066843777759,233.55260873035294,224.75207564775994,228.30613708496094,2743,0.0,0
2006-10-16,231.48784597793082,231.48784597793082,226.10597396270273,226.95217895507812,1874,0.0,0
2006-10-17,227.79841495904648,228.81386108813584,226.0383042034307,226.64756774902344,992,0.0,0
2006-10-18,226.10595975132512,227.4260477201802,226.10595975132512,226.1736602783203,1547,0.0,0
2006-10-19,226.2752092251999,229.11846619122647,226.0382677014808,226.07212829589844,1077,0.0,0
2006-10-20,226.1059788467608,232.19865492346992,226.03827831404806,230.5400848388672,1140,0.0,0
2006-10-23,228.91532402903297,230.77697463510262,226.64749097705229,229.6599884033203,761,0.0,0
2006-10-26,234.90651843235506,243.03008679312813,228.13687813171083,236.4296875,20533,0.0,0
2006-10-27,234.22950471972572,236.22655644854095,230.2354219213935,234.16180419921875,3021,0.0,0
2006-10-30,228.33994171594472,236.97123244301477,228.33994171594472,236.36196899414062,8714,0.0,0
2006-10-31,236.9373359625758,237.61429977961174,236.9373359625758,237.27581787109375,7351,0.0,0
2006-11-01,237.61436056567302,238.29132455588862,236.93739657545743,237.5805206298828,2193,0.0,0
2006-11-02,236.9712483847514,238.25749655804998,236.3281449574046,236.93740844726562,4398,0.0,0
2006-11-03,238.29135904548662,238.9006225930034,236.86973032841118,238.66368103027344,18019,0.0,0
2006-11-06,236.9374249100135,238.83291604557203,236.9374249100135,238.08827209472656,1970,0.0,0
2006-11-07,235.78655118706695,238.6298082296946,235.78655118706695,238.42672729492188,14177,0.0,0
2006-11-08,238.29133597683787,244.350172243379,236.3281444429801,239.3406219482422,3720,0.0,0
2006-11-09,240.32223642883994,242.96239207746515,237.07281727042476,237.3097381591797,1162,0.0,0
2006-11-10,237.00509305205685,242.353104351415,232.87560865052168,235.31268310546875,3449,0.0,0
2006-11-13,234.50032307111834,253.18453341199196,234.26338154167996,237.85130310058594,25173,0.0,0
2006-11-14,247.76882827590518,247.76882827590518,239.74680060560357,242.28541564941406,3454,0.0,0
2006-11-15,238.29125621437493,243.70696658288344,236.93732862224778,239.00205993652344,3026,0.0,0
2006-11-16,242.31922506895947,242.35306499867593,234.33103902258645,235.98960876464844,11431,0.0,0
2006-11-17,235.00806882359328,236.93742052256633,228.40766925189322,235.24501037597656,3968,0.0,0
2006-11-20,230.20160712624,232.09711878102416,222.04419893517775,227.4260711669922,3751,0.0,0
