Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-08-30,27.31171276691487,27.31171276691487,26.02529039872527,26.173725128173828,1367219,0.0,0
2006-08-31,26.520068726703727,26.619024587329513,25.67894862994968,25.777902603149414,1108917,0.0,0
2006-09-01,26.12424639484524,26.767456638648483,25.579992008725423,26.421113967895508,1474310,0.0,0
2006-09-04,26.767457182484804,27.85596786426579,26.173725799173393,27.410669326782227,2466644,0.0,0
2006-09-05,27.707535862434213,28.20231328854911,27.410670161735712,27.55910301208496,2010293,0.0,0
2006-09-06,27.707535365451797,27.905447087318308,27.21275794821159,27.361190795898438,1170785,0.0,0
2006-09-07,27.113801956176758,27.55910238451024,26.91589212269325,27.113801956176758,1063712,0.0,0
2006-09-08,27.410670161735712,28.400225013965507,26.86641386055367,27.55910301208496,2600324,0.0,0
2006-09-11,27.905446629861352,28.004400601746383,25.43155958421499,25.827381134033203,2058716,0.0,0
2006-09-12,26.124246824540357,26.124246824540357,25.332603724903933,25.827381134033203,1237935,0.0,0
2006-09-13,25.6789489923162,26.47059211364159,25.579993130294007,25.728425979614258,1554494,0.0,0
2006-09-14,25.728427057197216,26.66850495464219,25.431561346123097,25.579994201660156,2103466,0.0,0
2006-09-15,25.72842571782131,25.72842571782131,25.08521545236099,25.2336483001709,1257271,0.0,0
2006-09-18,25.481037725329028,25.926338168703282,24.98626029376924,25.134693145751953,1361700,0.0,0
2006-09-19,25.728427403264625,27.509625468520163,25.184172963166038,26.322160720825195,4929929,0.0,0
2006-09-20,25.97581483628179,26.965369687187764,25.876858973705975,26.767457962036133,2663319,0.0,0
2006-09-21,27.06432640955365,28.202314146762337,26.668504834101864,26.9158935546875,5551731,0.0,0
2006-09-22,26.816936313975106,28.152835714126788,26.816936313975106,27.905447006225586,5742966,0.0,0
2006-09-25,28.15283622786551,29.34030091500473,27.905447515449914,28.895002365112305,10677254,0.0,0
2006-09-26,29.637169464067597,30.379335625397243,28.251791119644675,28.49917984008789,7762140,0.0,0
2006-09-27,28.697092318751455,29.092913904283478,27.36119281608296,27.60858154296875,3912817,0.0,0
2006-09-28,27.707535018437934,28.103356569787554,27.014845888006572,27.410669326782227,2968576,0.0,0
2006-09-29,27.65805896781127,27.757012943426172,26.965369813950364,27.014846801757812,1894419,0.0,0
2006-10-03,27.26223600664287,27.509624724987816,26.86641443477618,27.212759017944336,1555389,0.0,0
2006-10-04,27.46014662573693,28.004401029114447,26.42111480567947,26.569547653198242,2580451,0.0,0
2006-10-05,27.21275754613426,27.608579096592823,26.569547290710837,26.6190242767334,2745717,0.0,0
2006-10-06,26.717980136204545,27.21275754613426,26.520068417262248,26.6190242767334,2399366,0.0,0
2006-10-09,26.767457487414585,26.965369209056984,26.42111480567947,26.569547653198242,1909005,0.0,0
2006-10-10,26.71797943115234,27.509622511179053,26.619023574292505,26.717979431152344,2493856,0.0,0
2006-10-11,26.915891577466105,27.06432442142849,25.92633676781553,26.12424659729004,1724197,0.0,0
2006-10-12,26.470593814214375,26.470593814214375,25.629471764127928,26.025293350219727,1669351,0.0,0
2006-10-13,26.32215817451865,26.32215817451865,25.728424914393596,25.87685775756836,1647398,0.0,0
2006-10-16,26.22320523308319,26.22320523308319,25.38208317831037,25.48103904724121,1460941,0.0,0
2006-10-17,25.728425979614258,26.074770552978897,25.579993130294007,25.728425979614258,1489500,0.0,0
2006-10-18,25.77790226066466,26.07476983859784,25.579992429468568,25.827381134033203,1281081,0.0,0
2006-10-19,25.975815280234023,26.025292268654496,24.491482978506365,24.590438842773438,2178147,0.0,0
2006-10-20,24.738870485864506,24.788347471865823,24.34304893557588,24.49148178100586,1704111,0.0,0
2006-10-23,24.738872043205756,24.738872043205756,24.343050467999696,24.54096031188965,813581,0.0,0
2006-10-26,24.936782439306647,24.936782439306647,24.046181583496658,24.194616317749023,1318417,0.0,0
2006-10-27,24.343049877763804,24.837827306631254,23.996705300071365,24.095661163330078,1840077,0.0,0
2006-10-30,24.244094487240442,24.293571476121496,23.35349547539847,23.501928329467773,1460522,0.0,0
2006-10-31,23.749317044860373,24.639916056557407,23.551405314516078,24.29357147216797,2339804,0.0,0
